Sr No._x,Reference No (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations_x,Issue Branch Code,Issue Teller,Status,Sr No._y,Date of Encashment ,Name of the Political Party,Account no. of Political Party,Denominations_y,Pay Branch Code,Pay Teller
3866,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8028,10000000,1,5899230,Paid,5731,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510
3867,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8040,10000000,1,5899230,Paid,5732,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510
3868,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8042,10000000,1,5899230,Paid,5733,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510
3869,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8004,10000000,1,5899230,Paid,5569,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3870,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8010,10000000,1,5899230,Paid,5570,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3871,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8012,10000000,1,5899230,Paid,5571,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3872,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8001,10000000,1,5899230,Paid,5572,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3873,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8036,10000000,1,5899230,Paid,5734,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510
3874,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8008,10000000,1,5899230,Paid,5573,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3875,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8014,10000000,1,5899230,Paid,5574,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3876,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8050,10000000,1,5899230,Paid,5575,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3877,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8038,10000000,1,5899230,Paid,5735,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510
3878,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8026,10000000,1,5899230,Paid,5736,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510
3879,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8006,10000000,1,5899230,Paid,5576,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3880,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8044,10000000,1,5899230,Paid,5737,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510
3881,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8032,10000000,1,5899230,Paid,5738,12-Apr-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,10000000,1,3476510
3882,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8046,10000000,1,5899230,Paid,5577,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3883,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,PHILLIPS CARBON BLACK LIMITED,OC,8048,10000000,1,5899230,Paid,5578,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3884,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13783,1000000,1,5899230,Paid,6016,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3885,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13787,1000000,1,5899230,Paid,6017,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3886,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13793,1000000,1,5899230,Paid,6018,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3887,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13781,1000000,1,5899230,Paid,6019,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3888,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13779,1000000,1,5899230,Paid,6020,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3889,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13785,1000000,1,5899230,Paid,6021,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3890,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13771,1000000,1,5899230,Paid,6022,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3891,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13777,1000000,1,5899230,Paid,6023,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3892,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13773,1000000,1,5899230,Paid,6024,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3893,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13775,1000000,1,5899230,Paid,6025,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3894,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13795,1000000,1,5899230,Paid,6026,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3895,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13791,1000000,1,5899230,Paid,6027,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3896,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13797,1000000,1,5899230,Paid,6028,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3897,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13799,1000000,1,5899230,Paid,6029,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3898,1.2e+18,03-Apr-21,03-Apr-21,17-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),TL,13789,1000000,1,5899230,Paid,6030,12-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,3428540
3899,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SOUTH ASIA FM LIMITED,OC,5744,10000000,800,7273126,Paid,5453,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3900,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SOUTH ASIA FM LIMITED,OC,5747,10000000,800,7273126,Paid,5454,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3901,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SOUTH ASIA FM LIMITED,OC,5741,10000000,800,7273126,Paid,5455,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3902,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SOUTH ASIA FM LIMITED,TL,134,1000000,800,7273126,Paid,5557,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473
3903,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SOUTH ASIA FM LIMITED,TL,141,1000000,800,7273126,Paid,5558,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473
3904,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SOUTH ASIA FM LIMITED,TL,102,1000000,800,7273126,Paid,5559,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473
3905,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SOUTH ASIA FM LIMITED,TL,154,1000000,800,7273126,Paid,5560,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473
3906,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SOUTH ASIA FM LIMITED,TL,147,1000000,800,7273126,Paid,5561,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,1000000,800,5614473
3907,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SUN DISTRIBUTION SERVICES PVT LTD,OC,8460,10000000,800,7273126,Paid,5456,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3908,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SUN DISTRIBUTION SERVICES PVT LTD,OC,8458,10000000,800,7273126,Paid,5457,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3909,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,SUN DISTRIBUTION SERVICES PVT LTD,OC,8455,10000000,800,7273126,Paid,5458,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3910,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,THE INDIA CEMENTS LTD,OC,8466,10000000,800,7273126,Paid,5459,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3911,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,THE INDIA CEMENTS LTD,OC,8469,10000000,800,7273126,Paid,5460,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3912,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,THE INDIA CEMENTS LTD,OC,8462,10000000,800,7273126,Paid,5461,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3913,8e+20,03-Apr-21,03-Apr-21,17-Apr-21,THE INDIA CEMENTS LTD,OC,8473,10000000,800,7273126,Paid,5462,07-Apr-21,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,10000000,800,5614473
3914,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU CEMENT CORPORATION,OC,8467,10000000,800,7273126,Paid,5622,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3915,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU CEMENT CORPORATION,OC,8470,10000000,800,7273126,Paid,5623,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3916,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU CEMENT CORPORATION,TL,143,1000000,800,7273126,Paid,5682,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991
3917,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU CEMENT CORPORATION,TL,132,1000000,800,7273126,Paid,5683,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991
3918,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU CEMENT CORPORATION,TL,119,1000000,800,7273126,Paid,5684,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991
3919,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU CEMENT CORPORATION,TL,104,1000000,800,7273126,Paid,5685,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991
3920,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU CEMENT CORPORATION,TL,109,1000000,800,7273126,Paid,5686,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,1000000,691,7516991
3921,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU IRON AND STEEL COMPANY,OC,8461,10000000,800,7273126,Paid,5624,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3922,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU IRON AND STEEL COMPANY,OC,8474,10000000,800,7273126,Paid,5625,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3923,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU IRON AND STEEL COMPANY,OC,8463,10000000,800,7273126,Paid,5626,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3924,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU IRON AND STEEL COMPANY,OC,8465,10000000,800,7273126,Paid,5627,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3925,8e+20,05-Apr-21,05-Apr-21,19-Apr-21,BALU IRON AND STEEL COMPANY,OC,8472,10000000,800,7273126,Paid,5628,08-Apr-21,BHARATIYA JANATA PARTY,*******8244,10000000,691,7516991
3926,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8037,10000000,1,6405134,Paid,5391,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3927,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8054,10000000,1,6405134,Paid,5392,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3928,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8058,10000000,1,6405134,Paid,5393,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3929,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8068,10000000,1,6405134,Paid,5394,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3930,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8025,10000000,1,6405134,Paid,5395,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3931,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8441,10000000,1,6405134,Paid,5396,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3932,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8414,10000000,1,6405134,Paid,5397,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3933,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8072,10000000,1,6405134,Paid,5398,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3934,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8009,10000000,1,6405134,Paid,5399,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3935,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8049,10000000,1,6405134,Paid,5400,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3936,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8041,10000000,1,6405134,Paid,5401,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3937,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8425,10000000,1,6405134,Paid,5402,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3938,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8056,10000000,1,6405134,Paid,5403,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3939,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8439,10000000,1,6405134,Paid,5404,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3940,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8045,10000000,1,6405134,Paid,5405,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3941,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8023,10000000,1,6405134,Paid,5406,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3942,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8437,10000000,1,6405134,Paid,5407,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3943,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8002,10000000,1,6405134,Paid,5408,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3944,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8039,10000000,1,6405134,Paid,5409,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3945,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8051,10000000,1,6405134,Paid,5410,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3946,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,7975,10000000,1,6405134,Paid,5411,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3947,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8021,10000000,1,6405134,Paid,5412,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3948,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8419,10000000,1,6405134,Paid,5413,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3949,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8404,10000000,1,6405134,Paid,5414,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3950,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8015,10000000,1,6405134,Paid,5415,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3951,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8427,10000000,1,6405134,Paid,5416,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3952,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8060,10000000,1,6405134,Paid,5417,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3953,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8443,10000000,1,6405134,Paid,5418,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3954,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8412,10000000,1,6405134,Paid,5419,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3955,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8062,10000000,1,6405134,Paid,5420,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3956,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8017,10000000,1,6405134,Paid,5421,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3957,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8429,10000000,1,6405134,Paid,5422,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3958,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8435,10000000,1,6405134,Paid,5423,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3959,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8011,10000000,1,6405134,Paid,5424,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3960,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8431,10000000,1,6405134,Paid,5425,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3961,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8406,10000000,1,6405134,Paid,5426,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3962,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8043,10000000,1,6405134,Paid,5427,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3963,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8033,10000000,1,6405134,Paid,5428,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3964,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8013,10000000,1,6405134,Paid,5429,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3965,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8070,10000000,1,6405134,Paid,5430,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3966,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8417,10000000,1,6405134,Paid,5431,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3967,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8035,10000000,1,6405134,Paid,5432,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3968,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8074,10000000,1,6405134,Paid,5433,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3969,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8416,10000000,1,6405134,Paid,5434,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3970,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8423,10000000,1,6405134,Paid,5435,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3971,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8064,10000000,1,6405134,Paid,5436,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3972,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8066,10000000,1,6405134,Paid,5437,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3973,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8047,10000000,1,6405134,Paid,5438,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3974,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8402,10000000,1,6405134,Paid,5439,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3975,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8410,10000000,1,6405134,Paid,5440,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3976,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8019,10000000,1,6405134,Paid,5441,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3977,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8421,10000000,1,6405134,Paid,5442,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3978,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8408,10000000,1,6405134,Paid,5443,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3979,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,OC,8433,10000000,1,6405134,Paid,5444,07-Apr-21,BIJU JANATA DAL,*******4340,10000000,41,2804026
3980,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,TL,13790,1000000,1,6405134,Paid,5445,07-Apr-21,BIJU JANATA DAL,*******4340,1000000,41,2804026
3981,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,TL,13796,1000000,1,6405134,Paid,5446,07-Apr-21,BIJU JANATA DAL,*******4340,1000000,41,2804026
3982,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,TL,13792,1000000,1,6405134,Paid,5447,07-Apr-21,BIJU JANATA DAL,*******4340,1000000,41,2804026
3983,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,TL,13794,1000000,1,6405134,Paid,5448,07-Apr-21,BIJU JANATA DAL,*******4340,1000000,41,2804026
3984,1.2e+18,05-Apr-21,05-Apr-21,19-Apr-21,ESSEL MINING AND INDS LTD,TL,13798,1000000,1,6405134,Paid,5449,07-Apr-21,BIJU JANATA DAL,*******4340,1000000,41,2804026
